RecordedDate,Finished,var_ses,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,Q9.1,Q9.2,Q9.2_7_TEXT,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.7_8_TEXT,Q9.8,Q9.9,Q9.10,Q9.11,Q9.12,Q9.12_4_TEXT,Q9.13,Q10.1_1,Q10.1_3,Q10.1_4,Q10.1_5,Q10.1_6,Q10.1_2,Q10.1_7,Q11.1_1,Q11.1_3,Q11.1_4,Q11.1_5,Q11.1_6,Q11.1_2,Q11.1_9,Q2.1_Page Submit,Q1.1_Page Submit,Q2.1_Page Submit,Q3.1_Page Submit,Q4.1_Page Submit
2025-04-24 10:53:50,True,88485,4,lenient,3,3,0,13,13,0,Male,Asian,,1992,"75,000 - 119,999",College/ university degree or equivalent or above,No,High-tech manufacturing and engineering,,Yes,Yes for both targets.,i aim to complete atleast 25,i aim to limit my self to 10 mistakes,,,,30,56,,60,100,150,200,50,30,40,67,80,100,60,144.995,,,,41.852
2025-04-24 10:54:38,True,80383,1,strict,3,3,0,18,18,0,Female,Black,,1996,"50,000 - 74,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,,All about 25 of them.,None I tried to do them perfectly.,,,,400,800,300,100,600,500,700,400,400,500,800,300,700,100,9.41,4.207,,,
2025-04-24 10:55:50,True,81714,2,lenient,3,3,0,19,19,0,Male,Asian,,2000,"50,000 - 74,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,20,0,,,Yes,800,300,300,700,800,700,1000,20,10,10,30,50,100,50,60.306,,63.029,,
2025-04-24 10:56:02,True,66459,3,strict,3,3,1,18,18,1,Male,White,,1974,"75,000 - 119,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,50,0,,,Yes,50,90,250,200,330,420,480,300,290,250,410,280,450,320,34.8,,,51.506,
2025-04-24 10:57:14,True,51459,3,strict,4,4,1,22,21,5,Female,Asian,,,,College/ university degree or equivalent or above,No,Other,,No,Yes for both targets.,30,0,,,Yes,1,3,4,10,10,10,10,10,10,10,10,10,10,10,15.286,,,13.898,
2025-04-24 10:57:47,True,91080,2,lenient,4,4,0,12,12,0,Female,Asian,,,,,,,,Yes,Yes for both targets.,10,2,,,Yes,20,800,500,850,900,950,1000,100,300,600,700,850,950,900,3.226,,2.444,,
2025-04-24 10:57:50,True,89021,4,lenient,5,5,0,30,25,11,Female,White,,1999,"75,000 - 119,999",College/ university degree or equivalent or above,No,Other,auction,No,Yes for both targets.,45,10,,,,1000,1000,1000,1000,1000,1000,1000,10,100,50,125,150,200,50,4.149,,,,61.62
2025-04-24 10:58:25,True,91230,3,strict,4,4,0,18,17,1,Female,Black,,2001,"0 - 24,999",High school diploma,No,Student,,No,Yes for both targets.,At least 20-25,1,,,Yes,50%,100%,1000%,1000%,1000%,1000%,1000%,1000%,1000%,1000%,1000%,1000%,1000%,1000%,22.845,,,28.681,
2025-04-24 10:59:09,True,54034,3,strict,3,3,0,16,16,0,Male,Black,,1997,"25,000 - 49,999",College/ university degree or equivalent or above,No,Other,Clerk,Yes,Yes for both targets.,"All sets ",0,,,Yes,30,75,70,50,60,65,40,80,50,40,90,100,60,70,826.691,,,52.185,
2025-04-24 11:00:36,True,64807,3,strict,4,4,1,18,18,2,Female,Asian,,2000,,College/ university degree or equivalent or above,No,,,No,Yes for both targets.,,,,,Yes,,,,,,,,,,,,,,,102.489,,,58.378,
2025-04-24 11:01:15,True,14227,2,lenient,4,4,0,22,22,0,Female,White,,1979,"25,000 - 49,999",College/ university degree or equivalent or above,No,Academia,,No,Yes but only for accuracy target,As many as I could get to.,"No mistakes. ","Too difficult to achieve target(s),Did not care about target(s),Other","If you wanted me to aim for tolerating some sloppiness, the ""lenient"" criterion would have had to be about ""how close is good enough,"" not whether mistakes get counted.  I wouldn't expect to get any of them right if I didn't try to get them right, with this.",No,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,73.512,,124.488,,
2025-04-24 11:01:21,True,64760,1,strict,5,5,1,25,25,0,Female,White,,1975,"200,000 and over",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,,25,0,,,,24,24,23,23,23,23,23,25,25,25,25,25,25,25,289.267,1.826,,,
2025-04-24 11:03:39,True,90696,2,lenient,5,5,0,35,22,18,Male,White,,1996,"50,000 - 74,999",College/ university degree or equivalent or above,Yes,Agricultural,,Yes,Yes for both targets.,45,18,,,Yes,25,25,25,100,100,100,200,25,25,25,25,25,50,100,38.316,,78.458,,
2025-04-24 11:22:02,True,73038,1,strict,5,5,0,20,20,0,Female,Hispanic,,2002,,College/ university degree or equivalent or above,No,Clerical,,Yes,,I was aiming to complete as many as were given,0,,,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,63.505,39.895,,,
2025-04-24 11:31:50,True,78965,1,strict,2,2,0,16,16,0,Female,Asian,,,,High school diploma,Yes,Student,,Yes,,20,0,,,,0,40,100,100,100,100,100,0,0,50,50,50,100,100,67.33,12.652,,,
2025-04-24 11:47:08,True,70691,2,strict,6,6,0,31,31,0,Female,Asian,,1990,"0 - 24,999",High school diploma,No,Clerical,,Yes,Yes but only for accuracy target,As many as I could without sacrificing accuracy,0,Other,I inherently value accuracy over total completed within a time frame,No,0,0,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,24.008,,45.119,,
2025-04-24 11:53:37,True,54213,3,strict,6,6,0,33,33,1,Female,White,,1987,"50,000 - 74,999",College/ university degree or equivalent or above,Yes,Managerial,,Yes,Yes for both targets.,45,3,,,Yes,4,5,6,7,10,13,15,4,5,6,7,9,12,15,157.909,,,93.078,
2025-04-24 11:54:26,True,58174,2,lenient,1,0,1,22,22,1,Female,Asian,,1988,"75,000 - 119,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes but only for accuracy target,3,0,Too difficult to understand/ recall target(s),,No,10,10,10,10,10,10,40,20,20,20,20,20,20,50,17.485,,64.847,,
2025-04-24 12:07:18,True,51728,2,strict,5,5,0,31,31,4,Female,White,,1998,"120,000 - 199,999",College/ university degree or equivalent or above,No,Student,,Yes,Yes but only for accuracy target,45,4,Too difficult to achieve target(s),,Yes,0,0,1000,1000,1000,1000,1000,0,0,250,500,1000,1000,1000,13.133,,88.652,,
2025-04-24 12:20:57,True,90216,4,lenient,5,5,0,28,28,0,Non-binary,Black,,2002,"0 - 24,999",High school diploma,No,Academia,,Yes,Yes but only for accuracy target,All,0,,,,200,250,300,350,400,450,500,100,100,100,100,100,100,100,25.315,,,,37.816
2025-04-24 12:26:31,True,88829,4,lenient,7,7,7,37,35,37,Female,White,,2006,"200,000 and over",College/ university degree or equivalent or above,No,Managerial,,No,Yes for both targets.,40,6,,,,40,50,20,70,60,1000,50,20,40,30,60,1000,1000,1000,16.07,,,,8.308
2025-04-24 12:38:34,True,39549,4,lenient,3,3,0,21,21,1,Male,White,,1988,"120,000 - 199,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,No,Yes but only for accuracy target,As many as possible but at least half,"As few as possible, none hopefully but not more than two",Other,Was more invested in accuracy than time,,50,50,50,50,50,50,50,40,50,50,50,50,60,60,155.173,,,,22.268
2025-04-24 12:55:51,True,68010,4,strict,3,3,0,19,19,0,Female,Black,,2000,"120,000 - 199,999",College/ university degree or equivalent or above,No,High-tech manufacturing and engineering,,No,Yes for both targets.,I did not aim to complete any specific amount. I simply wanted to be as quick as possible while maintaining 100% accuracy,0,,,,10,10,10,10,10,10,15,10,10,10,10,10,10,12,51.4,,,,27.268
2025-04-24 14:08:53,True,62449,4,strict,4,4,0,22,22,4,Female,White,,2003,"50,000 - 74,999",High school diploma,No,Student,,Yes,Yes but only for accuracy target,I tried to complete at least 30,I started off not letting myself make any mistakes but then I started letting myself make less than 10,Too difficult to achieve target(s),,,50,100,100,100,100,100,100,20,50,100,100,100,100,100,15.552,,,,190.112
2025-04-24 14:45:43,True,78132,3,strict,5,5,0,29,29,2,Female,Asian,,2005,"200,000 and over",College/ university degree or equivalent or above,No,Student,,Yes,Yes for both targets.,12,5,,,No,80,40,80,100,100,100,100,30,30,40,50,50,50,100,11.222,,,29.519,
2025-04-24 15:03:32,True,82316,1,strict,4,4,0,22,22,0,Female,Hispanic,,2003,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,Yes,,As many as I could,0,,,,5,7,10,12,15,17,20,50% chance of 8 cents,50% chance of 11 cents,50% chance of 15 cents,50% chance of 19 cents,50% chance of 22 cents,50% chance of 26 cents,50% chance of 30 cents,33.35,6.443,,,
2025-04-24 16:14:13,True,64411,2,lenient,3,3,0,16,16,1,Male,White,,1945,"200,000 and over",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes but only for accuracy target,As many as possible,Didn't aim for any particular number of mistakes - wanted to have no errors,Did not care about target(s),,No,1,2,2,3,3,4,4,1,2,3,3,4,4,3,15.004,,227.858,,
2025-04-24 16:32:14,True,64101,3,strict,3,3,0,15,15,0,Female,White,,1998,"50,000 - 74,999",College/ university degree or equivalent or above,No,Academia,,Yes,Yes but only for accuracy target,"I didn't set to complete an amount. I aimed for accuracy. ",0.,Did not care about target(s),,Yes,20,20,20,20,20,20,20,20,20,20,20,20,20,20,51.874,,,40.511,
2025-04-24 17:13:28,True,66569,4,lenient,4,4,1,15,15,2,Female,Asian,,1989,"25,000 - 49,999",College/ university degree or equivalent or above,No,Clerical,,No,Yes but only for accuracy target,10,1,Too difficult to achieve target(s),,,5,5,20,20,10,20,25,1,10,1,Q,5,4,5,10.396,,,,21.599
2025-04-24 22:02:57,True,57259,1,strict,3,3,0,18,18,0,Female,Black,,1977,"25,000 - 49,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,,20,0,,,,10,10,20,50,100,50,200,10,100,40,50,100,200,200,91.212,11.516,,,
2025-04-24 22:13:52,True,53096,1,strict,3,3,0,15,15,0,Female,Black,,1990,"0 - 24,999",College/ university degree or equivalent or above,Yes,Managerial,,Yes,,15,0,,,,8,14,12,10,20,15,20,15,12,20,15,25,18,20,28.387,1.863,,,
2025-04-24 22:29:14,True,51893,4,strict,3,3,0,16,16,1,Male,Black,,1990,"0 - 24,999",College/ university degree or equivalent or above,Yes,Managerial,,Yes,Yes for both targets.,16,1,,,,4,8,7,10,13,18,19,10,7,6,10,18,15,9,19.497,,,,51.026
2025-04-25 01:21:23,True,83589,1,strict,6,6,0,30,30,0,,,,,,,,,,Yes,,I didnt have an aim,0,,,,,,,,,,,,,,,,,,48.502,17.363,,,
2025-04-25 09:13:26,True,68103,4,lenient,8,6,8,31,31,5,Female,,,,,High school diploma,Yes,Student,,No,Yes but only for accuracy target,,,Too difficult to achieve target(s),,,,,,,,,,,,,,,,,11.808,,,,56.985
2025-04-25 09:20:02,True,88072,1,strict,1,1,0,8,8,0,Male,Black,,1995,"120,000 - 199,999",College/ university degree or equivalent or above,Yes,Managerial,,Yes,,10,No,,,,500,400,1000,600,1000,400,500,1000,1000,1000,1000,1000,1000,1000,11.782,1.2,,,
2025-04-25 09:23:07,True,90004,2,lenient,3,3,0,15,15,0,Female,White,,2004,"25,000 - 49,999",College/ university degree or equivalent or above,No,Student,,Yes,No for both targets,all of the sets,0,,,Yes,,,,,,,,,,,,,,,46.733,,38.206,,
2025-04-25 09:27:29,True,90597,4,lenient,6,6,0,32,32,1,Male,White,,1984,"120,000 - 199,999",College/ university degree or equivalent or above,No,Academia,,No,Yes for both targets.,50,0,,,,100,100,1000,1000,1000,1000,1000,0,50,50,50,50,50,50,17.798,,,,16.178
2025-04-25 09:28:53,True,85426,4,lenient,6,6,0,27,27,0,Female,White,,2003,"200,000 and over",High school diploma,No,Student,,Yes,Yes but only for accuracy target,40,0,Other,I knew if I was accurate I could also be quick.,,500,500,1000,750,1000,800,1000,100,300,300,600,400,600,500,3.71,,,,13.183
2025-04-25 09:35:43,True,61982,3,strict,3,3,0,13,13,0,Male,Black,,1985,"0 - 24,999",College/ university degree or equivalent or above,No,Academia,,No,Yes for both targets.,Everything,None,,,No,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,55.902,,,50.805,
2025-04-25 09:45:17,True,56256,2,lenient,3,3,0,16,16,0,Female,Hispanic,,1993,"25,000 - 49,999",High school diploma,No,"Professional services (e.g. accounting, banking, consulting)",,No,Yes for both targets.,25,3,,,Yes,5,15,30,40,15,50,20,20,30,30,40,45,45,50,119.425,,150.975,,
2025-04-25 10:03:20,True,76996,3,lenient,5,5,0,19,19,1,Female,White,,2004,"120,000 - 199,999",College/ university degree or equivalent or above,No,Student,,No,Yes for both targets.,I didn't have a goal,zero,,,Yes,10,40,20,50,30,75,100,20,25,30,50,80,100,190,66.912,,,49.513,
2025-04-25 10:03:47,True,65778,2,lenient,4,4,0,23,21,2,Female,Asian,,1997,"120,000 - 199,999",College/ university degree or equivalent or above,No,Academia,,Yes,Yes but only for accuracy target,,,Did not care about target(s),,No,10,10,20,20,20,25,25,20,20,20,25,25,25,50,12.532,,360.041,,
2025-04-25 10:12:22,True,41640,4,lenient,3,2,1,17,17,0,Female,White,,1981,"75,000 - 119,999",College/ university degree or equivalent or above,No,Managerial,,Yes,Yes but only for accuracy target,as many as I could; no specific number,little to none,Did not care about target(s),,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,23.111,,,,17.885
2025-04-25 10:14:33,True,89062,3,lenient,4,4,0,18,18,0,Female,White,,1999,"75,000 - 119,999",College/ university degree or equivalent or above,Yes,Other,"Government ",No,Yes but only for accuracy target,45,0,,,Yes,0,10,10,10,15,50,50,0,10,10,5,10,10,10,10.445,,,11.711,
2025-04-25 10:17:27,True,74746,1,strict,5,5,0,22,22,0,Female,White,,2005,"200,000 and over",High school diploma,No,Student,,Yes,,I did not have a plan I had no idea,0,,,,0,100,250,500,1000,1000,1000,0,50,200,200,1000,1000,1000,20.043,8.811,,,
2025-04-25 10:18:56,True,82378,1,strict,6,6,0,30,30,0,Female,White,,1996,"120,000 - 199,999",College/ university degree or equivalent or above,No,Other,Legal,No,,I honestly did not have a number in mind,"I did not want to make any mistakes ",,,,100,100,100,100,100,100,100,200,100,100,200,100,100,100,11.301,793.395,,,
2025-04-25 10:20:16,True,48965,1,strict,3,3,0,15,15,0,Male,Hispanic,,1987,"75,000 - 119,999",College/ university degree or equivalent or above,Yes,Managerial,,No,,15,0,,,,10,10,20,10,15,40,50,10,15,20,25,25,25,30,22.572,9.799,,,
2025-04-25 10:34:23,True,74725,4,lenient,5,5,0,23,23,2,Female,White,,2001,"25,000 - 49,999",College/ university degree or equivalent or above,No,Academia,,No,Yes for both targets.,I wanted to complete at least 24,However many mistakes I needed,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,9.572,,,,40.738
2025-04-25 10:35:50,True,85375,4,lenient,4,4,0,19,19,1,Female,White,,2004,"120,000 - 199,999",College/ university degree or equivalent or above,No,Student,,No,Yes but only for accuracy target,20,0,"Too difficult to understand/ recall target(s),Did not care about target(s)",,,2,3,5,8,13,17,10,5,8,10,13,15,17,20,17.026,,,,23.292
2025-04-25 10:38:05,True,89023,1,strict,4,4,0,19,19,0,Female,White,,1985,"120,000 - 199,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,No,,I didn't set a target,zero,,,,25,15,20,20,20,50,50,30,30,30,20,15,15,15,32.736,38.964,,,
2025-04-25 10:38:12,True,65430,2,lenient,6,6,0,29,29,1,Male,White,,1989,"120,000 - 199,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,35,3,,,Yes,100,150,200,300,500,500,1000,100,200,200,600,225,700,700,16.109,,41.003,,
2025-04-25 10:44:53,True,91088,2,lenient,4,4,0,19,19,0,Female,Asian,,,"50,000 - 74,999",College/ university degree or equivalent or above,No,Student,,No,Yes for both targets.,,,,,Yes,,,,,,,,,,,,,,,10.956,,26.719,,
2025-04-25 10:47:15,True,90815,2,lenient,5,4,1,25,25,2,Male,White,,1971,"0 - 24,999",High school diploma,No,Other,Retired,Yes,Yes for both targets.,All,None,,,No,142,285,428,571,714,857,1000,142,285,428,571,714,857,1000,38.229,,61.609,,
2025-04-25 10:54:49,True,91264,1,strict,4,4,1,21,21,0,Male,Black,,2000,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,Yes,,25,0,,,,,,,,,,1000,,,,1000,1000,1000,1000,2.637,1.092,,,
2025-04-25 10:55:50,True,89360,2,lenient,4,4,1,21,20,1,Female,White,,2004,"200,000 and over",High school diploma,Yes,Student,,No,Yes for both targets.,No aim,1,,,No,50,50,50,50,50,50,100,50,50,50,50,50,50,50,9.85,,53.762,,
2025-04-25 11:10:03,True,91010,3,strict,6,6,0,33,33,0,Female,Asian,,1998,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,Yes,Yes but only for accuracy target,40,0,Other,My computer glitched in the middle.,Yes,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,8.512,,,15.14,
2025-04-25 11:10:29,True,89503,1,strict,5,5,0,31,31,1,Female,Asian,,2006,"25,000 - 49,999",College/ university degree or equivalent or above,Yes,Student,,No,,as many as I could in 5 minutes,0,,,,10,20,25,200,30,500,1000,10,100,85,200,1000,1000,1000,9.752,2.999,,,
2025-04-25 11:10:31,True,81028,2,lenient,2,2,0,17,17,0,Male,Asian,,2005,"0 - 24,999",High school diploma,Yes,Student,,Yes,Yes for both targets.,18,3,,,Yes,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10.431,,13.05,,
2025-04-25 11:17:12,True,88561,4,lenient,2,2,0,24,24,0,Male,Asian,,,"25,000 - 49,999",College/ university degree or equivalent or above,No,,,Yes,Yes for both targets.,35,3,,,,100,150,200,250,350,400,500,,,,,,,,33.983,,,,37.919
2025-04-25 11:18:55,True,77202,3,strict,4,4,0,24,24,0,Male,Asian,,1978,"0 - 24,999",High school diploma,No,Unemployed,,Yes,Yes for both targets.,45,0,,,Yes,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,63.297,,,131.659,
2025-04-25 11:21:47,True,88607,4,lenient,5,5,0,23,23,0,Male,Asian,,1988,"75,000 - 119,999",College/ university degree or equivalent or above,No,High-tech manufacturing and engineering,,Yes,Yes for both targets.,"I aim to complete all ",I want to limit all.,,,,100,500,750,300,400,900,1000,100,400,500,300,300,400,1000,95.903,,,,59.625
2025-04-25 11:22:17,True,91151,1,strict,7,7,1,30,30,0,Male,Asian,,2001,"0 - 24,999",College/ university degree or equivalent or above,No,Unemployed,,Yes,,45,1,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,4.144,1.568,,,
2025-04-25 11:25:12,True,68634,1,strict,4,4,0,31,31,1,Male,Asian,,1999,"25,000 - 49,999",College/ university degree or equivalent or above,Yes,High-tech manufacturing and engineering,,Yes,,As much as possible,2-3,,,,60,60,60,60,60,60,60,60,60,60,60,60,60,60,140.432,33.736,,,
2025-04-25 11:26:35,True,88881,2,lenient,5,5,0,25,25,1,Female,Asian,,2004,"50,000 - 74,999",College/ university degree or equivalent or above,No,Student,,No,Yes for both targets.,30,1,,,No,100,150,100,200,250,300,400,10,50,100,100,100,200,300,2.018,,20.748,,
2025-04-25 11:27:10,True,88858,2,strict,4,4,0,24,24,0,Female,White,,2005,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,Yes,Yes for both targets.,I aimed to complete all targets,I did not try to limit myself,,,No,1,1,2,2,2,2,3,1,1,2,2,5,5,10,18.518,,89.43,,
2025-04-25 11:28:12,True,74367,3,strict,5,5,0,29,28,1,Male,Asian,,1987,"25,000 - 49,999",College/ university degree or equivalent or above,Yes,Academia,,Yes,Yes for both targets.,40,1,,,Yes,1,1,2,2,2,3,3,3,4,4,4,4,5,5,18.96,,,13.848,
2025-04-25 11:28:26,True,88184,2,lenient,4,4,0,22,22,0,Female,White,,2006,,,Yes,Student,,No,Yes for both targets.,,2,,,Yes,,,,,,,,,,,,,,,12.053,,36.259,,
2025-04-25 11:37:08,True,63747,4,lenient,5,5,0,26,26,1,Male,Other,South East Asian,2000,"0 - 24,999",College/ university degree or equivalent or above,No,High-tech manufacturing and engineering,,Yes,Yes for both targets.,18,2,,,,100,250,400,350,500,750,600,100,500,400,500,500,400,300,24.575,,,,29.176
2025-04-25 11:37:36,True,76262,3,strict,4,4,0,24,24,2,Female,Asian,,2003,"75,000 - 119,999",College/ university degree or equivalent or above,Yes,Student,,Yes,Yes for both targets.,30,3,,,Yes,0,30,30,30,30,30,40,10,20,30,30,30,30,40,34.128,,,49.344,
2025-04-25 11:42:53,True,84488,1,strict,5,5,0,27,27,0,Female,White,,2000,"0 - 24,999",College/ university degree or equivalent or above,Yes,Student,,Yes,,at least 25,0,,,,100,100,100,100,100,100,150,100,100,100,100,100,100,100,13.021,5.63,,,
2025-04-25 11:44:22,True,75212,4,lenient,3,3,0,25,25,0,Female,Hispanic,,1995,"25,000 - 49,999",College/ university degree or equivalent or above,Yes,Academia,,No,Yes for both targets.,45,no idea,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,8.362,,,,4.781
2025-04-25 11:48:09,True,88205,2,lenient,5,5,3,24,24,17,Female,Asian,,2001,,College/ university degree or equivalent or above,No,Clerical,,No,Yes for both targets.,at least 30,"limited. ",,,Yes,,,,,,,,,,,,,,,2.158,,49.557,,
2025-04-25 11:51:26,True,61125,3,lenient,2,2,1,11,10,2,Female,Asian,,1994,"50,000 - 74,999",College/ university degree or equivalent or above,Yes,Managerial,,No,Yes for both targets.,10,8,,,Yes,3,3,4,6,10,5,10,10,10,10,15,20,10,10,3.792,,,25.968,
2025-04-25 11:59:28,True,84196,4,strict,5,5,1,27,27,1,Male,Asian,,2006,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,No,Yes for both targets.,Around 30-35,1,,,,,,,,,,,,,,,,,,54.213,,,,61.113
2025-04-25 12:06:07,True,90141,4,strict,6,6,1,22,22,3,Male,Asian,,2001,"25,000 - 49,999",College/ university degree or equivalent or above,No,High-tech manufacturing and engineering,,No,Yes for both targets.,45,0,,,,5,8,10,13,15,18,20,5,7,10,12,15,14,20,2.003,,,,24.751
2025-04-25 12:06:25,True,90181,1,strict,5,5,0,29,29,0,Female,Other,Hispanic and white,2003,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,No,,20,0,,,,,,,,,,,,,,,,,,26.633,7.546,,,
2025-04-25 12:09:34,True,69889,4,lenient,4,4,0,18,18,0,Female,Asian,,2000,"0 - 24,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,15,0,,,,10,100,200,200,450,500,500,1000,900,900,500,1000,500,1000,79.362,,,,25.324
2025-04-25 12:12:07,True,90645,2,lenient,5,5,0,29,29,0,Non-binary,White,,2005,"50,000 - 74,999",College/ university degree or equivalent or above,No,Student,,Yes,Yes but only for accuracy target,45,0,,,Yes,250,300,500,500,1000,1000,1000,500,600,150,750,1000,1000,1000,158.256,,43.686,,
2025-04-25 12:17:53,True,72381,1,strict,5,5,0,24,24,0,Non-binary,White,,1997,"50,000 - 74,999",College/ university degree or equivalent or above,No,Academia,,No,,As many as I can,None,,,,0,0,50,50,50,50,50,0,0,0,0,50,50,50,15.798,5.195,,,
2025-04-25 12:18:20,True,90793,1,strict,4,4,0,24,24,7,Female,White,,2001,"200,000 and over",College/ university degree or equivalent or above,No,Student,,Yes,,20,5,,,,30,50,50,70,75,100,150,20,30,30,30,50,75,100,2.265,8.438,,,
2025-04-25 12:28:06,True,90717,1,strict,6,6,0,21,21,4,,,,,,,,,,No,,30,0,,,,,,,,,,,,,,,,,,2.5,1.102,,,
2025-04-25 12:28:50,True,55783,1,strict,3,3,0,17,17,1,Female,White,,1966,"25,000 - 49,999",High school diploma,No,Other,Appointment setter,Yes,,all of them,0,,,,5,15,2,20,10,25,10,20,10,20,20,50,25,50,10.947,2.532,,,
2025-04-25 12:32:28,True,90247,2,lenient,6,6,0,28,28,1,Male,Asian,,2006,"0 - 24,999",College/ university degree or equivalent or above,Yes,Student,,Yes,No for both targets,30,5,Too difficult to achieve target(s),,Yes,50,200,300,120,100,800,1000,50,200,300,100,200,500,1000,18.158,,78.796,,
2025-04-25 12:35:24,True,89824,1,strict,4,3,1,20,20,3,Female,White,,2004,"75,000 - 119,999",College/ university degree or equivalent or above,No,Student,,Yes,,all of them,as few as possible,,,,100,150,200,200,600,900,1000,500,500,500,500,500,500,500,19.303,5.971,,,
2025-04-25 12:36:02,True,79220,3,strict,5,5,0,30,30,3,Female,White,,1995,"120,000 - 199,999",College/ university degree or equivalent or above,No,Student,,No,Yes for both targets.,45,as little as possible,,,Yes,100,100,100,1000,1000,1000,1000,10,100,200,200,200,300,300,25.348,,,64.37,
2025-04-25 12:38:42,True,61857,4,strict,5,5,0,21,21,0,Female,White,,1991,"50,000 - 74,999",College/ university degree or equivalent or above,No,Unemployed,,Yes,No for both targets,as many as I could,zero,Did not care about target(s),,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16.173,,,,17.145
2025-04-25 12:39:57,True,88981,3,lenient,6,6,0,36,36,10,Female,Asian,,2002,"75,000 - 119,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,45,1,,,Yes,30,30,30,30,30,30,30,30,30,3030,30,30,30,30,4.662,,,81.822,
2025-04-25 12:53:10,True,88980,3,strict,4,4,0,18,18,3,Male,Asian,,1998,"0 - 24,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,No,Yes for both targets.,20,2,,,Yes,100,250,500,600,750,800,1000,0,0,0,0,250,250,500,2.634,,,50.372,
2025-04-25 12:54:13,True,88284,4,lenient,4,4,0,18,16,4,Female,Asian,,2005,"0 - 24,999",High school diploma,Yes,Student,,No,Yes for both targets.,10,2,,,,300,500,550,550,750,750,800,300,400,700,500,1000,500,1000,2.772,,,,2.387
