RecordedDate,Finished,var_ses,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,Q9.1,Q9.2,Q9.2_7_TEXT,Q9.3,Q9.4,Q9.5,Q9.6,Q9.7,Q9.7_8_TEXT,Q9.8,Q9.9,Q9.10,Q9.11,Q9.12,Q9.12_4_TEXT,Q9.13,Q10.1_1,Q10.1_3,Q10.1_4,Q10.1_5,Q10.1_6,Q10.1_2,Q10.1_7,Q11.1_1,Q11.1_3,Q11.1_4,Q11.1_5,Q11.1_6,Q11.1_2,Q11.1_9,Q2.1_Page Submit,Q1.1_Page Submit,Q2.1_Page Submit,Q3.1_Page Submit,Q4.1_Page Submit
2025-04-25 17:38:36,True,90163,4,lenient,5,5,0,26,26,0,Female,Asian,,2005,"200,000 and over",High school diploma,No,Student,,Yes,Yes for both targets.,20,0,,,,10,12,15,17,20,30,50,10,10,5,20,15,15,40,12.402,,,,41.616
2025-04-25 17:47:45,True,89913,3,strict,4,4,0,19,19,0,Female,Hispanic,,1994,"200,000 and over",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,all,3,,,Yes,3,15,5,20,5,5,50,0,2,3,1,5,2,2,5.614,,,4.876,
2025-04-25 18:54:06,True,70859,3,strict,7,7,7,29,29,27,Female,White,,1980,"50,000 - 74,999",College/ university degree or equivalent or above,No,Clerical,,No,Yes for both targets.,"As many as possible ",0,,,No,0,0,500,0,0,0,1000,0,0,0,0,0,500,1000,27.546,,,44.644,
2025-04-25 20:58:48,True,88588,1,strict,4,4,0,21,21,0,Female,Asian,,2004,"25,000 - 49,999",College/ university degree or equivalent or above,No,Student,,No,,"35 ","0 ",,,,20,60,"50 ",50,50,90,100,10,20,30,30,20,30,40,2.378,5.881,,,
2025-04-25 21:49:22,True,59998,3,strict,5,5,0,25,25,1,Male,Asian,,,"50,000 - 74,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,All of them.,None.,,,Yes,500,700,1000,1000,1000,1000,1000,400,800,900,1000,1000,1000,1000,69.617,,,80.385,
2025-04-26 03:40:30,True,90168,4,lenient,4,4,0,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.472,,,,226.39
2025-04-26 03:46:20,True,66204,2,lenient,5,5,0,33,33,1,Male,Asian,,2002,"0 - 24,999",College/ university degree or equivalent or above,Yes,Student,,Yes,Yes but only for accuracy target,I aimed on being accurate and not focus on sets all that much,I aimed myself to not make any mistakes,Too difficult to understand/ recall target(s),,No,100,300,500,700,900,400,200,200,200,200,200,100,200,200,44.739,,57.606,,
2025-04-26 05:20:30,True,60361,4,lenient,4,4,0,22,22,3,Male,Asian,,2002,"0 - 24,999",College/ university degree or equivalent or above,No,Student,,Yes,Yes for both targets.,45,1,,,,100,800,200,200,250,300,1000,100,100,200,1000,1000,1000,1000,36.769,,,,24.693
2025-04-26 09:21:48,True,90403,1,strict,4,4,2,26,26,1,Female,White,,1983,"200,000 and over",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,,as many as I could within the time period,zero mistakes,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,251.907,129.289,,,
2025-04-26 11:07:03,True,89001,3,strict,2,2,0,5,5,0,Male,Black,,1993,"25,000 - 49,999",College/ university degree or equivalent or above,Yes,Managerial,,Yes,Yes for both targets.,9,4,,,Yes,,,,,,,100,No,No,No,No,Yes,Yes,Yes,9.726,,,24.154,
2025-04-26 13:16:51,True,88348,2,lenient,6,6,0,27,26,6,Female,White,,1978,"120,000 - 199,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,No for both targets,45,5,Too difficult to understand/ recall target(s),,No,5,10,20,50,30,50,30,10,50,50,20,30,70,1000,13.272,,44.082,,
2025-04-27 03:39:19,True,90207,3,lenient,4,4,0,16,16,0,Male,Black,,1993,"120,000 - 199,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,all sets,no mistakes,,,Yes,0,0,0,0,0,0,1000,0,0,0,0,0,0,1000,57.268,,,52.733,
2025-04-27 08:06:01,True,88848,2,strict,4,4,1,21,19,2,Female,White,,2007,"120,000 - 199,999",Below high school diploma,No,Student,,No,,45,4,,,No,,,,,,,,,,,,,,,32.751,,50.698,,
2025-04-27 14:43:59,True,76443,3,strict,4,4,0,20,20,0,Female,Black,,2002,"25,000 - 49,999",College/ university degree or equivalent or above,Yes,Unemployed,,Yes,Yes for both targets.,30,0,,,Yes,20,25,30,15,300,250,300,90,100,200,150,200,100,100,40.008,,,46.246,
2025-04-27 14:46:50,False,,3,strict,4,4,1,13,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.975,,,5.978,
2025-04-27 14:57:28,False,,4,lenient,6,3,6,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.235,,,,8.287
2025-04-27 16:44:24,False,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.726,,,,
2025-04-27 20:26:01,True,48673,3,strict,10,7,10,21,20,1,Female,Asian,,2000,"50,000 - 74,999",College/ university degree or equivalent or above,Yes,"Professional services (e.g. accounting, banking, consulting)",,No,Yes for both targets.,22,1,,,Yes,100,200,200,200,200,200,200,20,20,30,30,30,30,35,2.471,,,21.189,
2025-04-28 03:46:49,True,90895,4,lenient,3,3,0,19,19,0,Female,Black,,1998,"0 - 24,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,all,none,,,,1000,1000,1000,1000,1000,1000,1000,10,10,10,10,100,100,1000,106.053,,,,50.561
2025-04-28 06:46:00,False,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.185,,,,
2025-04-28 07:07:29,False,,3,strict,3,3,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.793,,,28.125,
2025-04-28 10:16:35,False,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.907,,,,
2025-04-28 10:23:10,False,,2,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.499,,,,
2025-04-28 11:34:27,True,90694,1,strict,4,3,1,18,18,1,Female,White,,1965,"120,000 - 199,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,,all,o,,,,,,,,,,,,,,,,,50,8.388,8.063,,,
2025-04-28 14:11:11,True,71879,1,strict,6,6,0,31,31,1,Male,Hispanic,,1992,"50,000 - 74,999",College/ university degree or equivalent or above,No,Other,Non profit,Yes,,25,1,,,,10,15,50,40,35,30,25,2,3,5,5,5,10,20,14.779,1.313,,,
2025-04-28 18:13:57,True,61899,2,lenient,4,4,0,25,25,0,Male,Asian,,,"75,000 - 119,999",High school diploma,No,High-tech manufacturing and engineering,,Yes,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),,Yes,50,75,100,125,150,175,200,80,110,150,190,220,260,300,14.299,,36.278,,
2025-04-28 21:59:17,True,91085,3,strict,3,3,0,11,8,3,Female,Hispanic,,1999,"25,000 - 49,999",College/ university degree or equivalent or above,No,Other,Healthcare,Yes,Yes but only for accuracy target,I aimed to complete 45.,I limited myself to 1 mistake per 10 sets.,Other,N/A,Yes,25,5,30,33,38,5,45,18,15,20,45,45,30,38,96.653,,,120.884,
2025-04-29 08:59:53,True,60662,1,strict,2,2,0,13,13,0,Female,Asian,,1999,"0 - 24,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,No,,15,2,,,,0,3,1,2,2,5,4,8,6,89,7,8,25,9,156.315,8.912,,,
2025-04-29 09:26:34,True,87298,4,lenient,4,4,0,19,19,0,Male,Hispanic,,2004,"25,000 - 49,999",College/ university degree or equivalent or above,No,Student,,No,Yes for both targets.,"According to the metrics, I completed 19 sets. ","I made no mistakes, which was my initial intent. ",,,,0,100,200,400,400,600,800,0,200,400,600,800,900,1000,56.226,,,,50.405
2025-04-29 10:33:36,True,84190,4,lenient,4,4,0,26,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.972,,,,3.37
2025-04-29 15:14:01,True,86550,3,strict,2,2,0,15,15,0,Female,Black,,1996,"50,000 - 74,999",High school diploma,Yes,Other,education,Yes,Yes for both targets.,15,0,,,Yes,50,75,40,50,50,75,50,50,60,50,60,50,50,50,15.954,,,14.535,
2025-04-30 07:33:34,True,66492,1,strict,5,5,0,27,27,0,Male,Asian,,2003,"25,000 - 49,999",College/ university degree or equivalent or above,No,Student,,Yes,,35,3,,,,35,50,50,100,100,200,200,5,10,20,25,30,20,40,17.822,17.196,,,
2025-05-01 06:28:11,True,89551,2,strict,3,3,0,20,20,0,Female,White,,1989,"50,000 - 74,999",High school diploma,No,Clerical,,Yes,Yes for both targets.,45,0,,,Yes,250,500,1000,1000,1000,1000,1000,500,1000,1000,1000,1000,1000,500,24.316,,42.089,,
2025-05-01 09:18:33,True,78447,2,lenient,5,5,1,25,25,0,Female,White,,1995,"120,000 - 199,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,Yes,Yes for both targets.,100%,0,,,Yes,50,50,60,70,75,80,100,25,50,50,60,60,65,70,20.855,,107.226,,
2025-05-01 10:06:46,False,61076,4,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.696,,,,51.008
2025-05-01 10:11:57,False,89520,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.364,,,,
2025-05-01 10:20:40,False,86368,2,strict,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.33,,44.415,,
2025-05-01 10:21:57,False,64411,4,strict,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.865,,,,
2025-05-01 10:31:11,False,48673,3,strict,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.069,,,71.464,
2025-05-01 10:38:34,False,75564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-01 10:42:25,False,85453,2,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.475,,92.667,,
2025-05-01 10:47:24,False,89021,3,lenient,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.341,,,23.408,
2025-05-01 11:00:06,False,39549,2,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.225,,3657.265,,
2025-05-01 11:21:09,False,39549,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.569,,,,
2025-05-01 16:36:30,False,48673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 10:36:20,False,72298,3,strict,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.714,,,123.442,
2025-05-02 10:39:17,False,90694,3,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.622,,,47.498,
2025-05-02 10:44:47,False,91264,4,strict,4,4,0,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.796,,,,2.878
2025-05-02 10:45:09,False,91264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 11:02:09,False,91010,1,strict,7,7,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.978,2.758,,,
2025-05-02 11:07:36,False,88881,3,strict,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.322,,,10.848,
2025-05-02 11:12:48,False,91151,4,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.352,,,,76.527
2025-05-02 11:37:42,False,88205,2,strict,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.475,,34.398,,
2025-05-02 11:55:01,False,90141,3,lenient,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.042,,,39.883,
2025-05-02 12:08:56,False,90793,3,strict,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.795,,,20.157,
2025-05-02 12:20:33,False,90717,2,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.487,,10.61,,
2025-05-02 12:21:56,False,90377,4,strict,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.085,,,,20.366
2025-05-02 12:22:48,False,88980,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.082,,,,
2025-05-02 12:27:35,False,90377,4,lenient,5,5,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.815,,,,30.682
2025-05-02 12:29:40,False,48673,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.983,,,,
2025-05-02 12:37:08,False,48673,1,strict,5,5,1,13,13,1,Female,Asian,,2000,"75,000 - 119,999",College/ university degree or equivalent or above,No,"Professional services (e.g. accounting, banking, consulting)",,No,,All,1,,,,,,,,,,,,,,,,,,2.218,0.785,,,
2025-05-02 12:37:41,False,88980,2,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.439,,778.446,,
2025-05-02 12:39:39,False,89997,3,lenient,4,4,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.05,,,16.214,
2025-05-02 12:52:58,False,88848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 13:00:38,False,20035,2,lenient,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.145,,88.905,,
2025-05-02 13:22:03,False,46616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 14:13:47,False,89001,4,lenient,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.161,,,,10.716
2025-05-02 14:29:53,False,79013,2,strict,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.542,,37.961,,
2025-05-02 14:30:34,False,87791,2,lenient,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.376,,73.894,,
2025-05-02 15:14:47,False,90994,2,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88,,63.27,,
2025-05-02 15:15:37,False,68231,3,strict,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.112,,,16.862,
2025-05-02 15:45:53,False,91245,2,strict,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.662,,14.12,,
2025-05-02 16:07:10,False,91196,4,lenient,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.453,,,,30.302
2025-05-02 16:10:43,False,91196,2,lenient,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,18.753,,
2025-05-02 17:21:28,False,76337,4,lenient,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.281,,,,16.221
2025-05-02 17:25:13,False,91085,3,strict,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.651,,,69.488,
2025-05-02 20:45:06,False,88588,2,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.53,,46.958,,
2025-05-03 10:50:52,False,89001,1,strict,2,2,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,4.246,,,
2025-05-04 03:20:11,False,90207,2,lenient,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,21.422,,
2025-05-04 07:53:37,False,88848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 12:00:18,False,90694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-08 06:09:25,False,61822,3,strict,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.004,,,26.93,
